year,rating,title,imdb_id
1896,0,Lassage des boeufs pour le labour,tt1736599
1896,0,Lancement d&#39;un navire,tt0222137
1897,0,Bataille de neige,tt0000041
1898,0,Four Heads Are Better Than One,tt0135696
1898,0,"Astronomer&#39;s Dream; or, The Man in the Moon, The",tt0000211
1898,0,"Temptation of St. Anthony, The",tt0224240
1899,0,A Turn of the Century Illusionist,tt0000246
1899,3,Cinderella,tt0000230
1900,0,Sherlock Holmes Baffled,tt0291476
1900,0,"Enchanted Drawing, The",tt0000300
1900,0,Grandma&#39;s Reading Glass,tt0000304
1900,0,As Seen Through A Telescope (a.k.a The Professor and His Field Glass),tt0000272
1900,0,Explosion of a Motor Car (a.k.a The Dlights of Automobiling),tt0257654
1900,0,Hamlet ( Le Duel d&#39;Hamlet),tt0000306
1900,0,"One-Man Band, The",tt0135453
1900,0,Grandma Threading Her Needle,tt0377995
1900,0,"Searching Ruins on Broadway, Galveston, for Dead Bodies",tt0230746
1900,0,Let Me Dream Again,tt0000313
1900,0,"Doctor and the Monkey, The",tt0227438
1901,0,L&#39;homme a la tete en caoutchouc,tt0000359
1901,0,Reve et realite,tt0258104
1901,0,Bluebeard,tt0131934
1902,0,Le voyage dans la lune,tt0000417
1902,0,Gulliver&#39;s Travels,tt0229024
1902,0,"Twentieth Century Tramp; or, Happy Hooligan and His Airship, The",tt0367177
1902,0,Mephistopheles&#39; School of Magic,tt0000413
1903,0,"Great Train Robbery, The",tt0000439
1903,0,"Infernal Boiling Pot, The",tt0135180
1903,0,"Music Lover, The",tt0000455
1903,0,"Monster, The",tt0223755
1903,0,"Enchanted Well, The",tt0189498
1904,0,"Cook in Trouble, The",tt0215664
1904,0,"Living Playing Cards, The",tt0135179
1904,0,"Untamable Whiskers, The",tt0135631
1904,0,Le voyage a travers l&#39;impossible,tt0000499
1905,0,"Scheming Gambler&#39;s Paradise, The",tt0135690
1905,0,"Black Imp, The",tt0215575
1906,1,"Story of the Kelly Gang, The",tt0000574
1906,0,"Mysterious Retort, The",tt0216016
1906,0,Humorous Phases of Funny Faces,tt0000554
1906,0,"Hilarious Posters, The",tt0135122
1906,0,"400 Tricks of the Devil, The",tt0000567
1906,0,A Funny Shave,tt0449172
1906,0,"Consequence of Feminism, The",tt1260944
1907,0,"Eclipse: Courtship of the Sun and Moon, The",tt0215737
1907,0,Good Glue Sticks,tt0215817
1908,0,Unusual Cooking,tt1802750
1909,2,"Princess Nicotine; or, The Smoke Fairy",tt0001009
1909,0,"Devilish Tenant, The",tt0127948
1909,1,Le barometre de la fidelite,tt0277596
1910,3,Tilly the Tomboy Visits the Poor,tt0232821
1910,0,Mobilier fidele,tt0486978
1910,0,A Trip to Mars,tt1515725
1912,2,Cleopatra,tt0002101
1912,0,"Invaders, The",tt0002281
1912,0,Max and the Donkey,tt0277865
1913,0,"Voyage of the Bourrichon Family, The",tt0003512
1913,0,Suspense,tt0003424
1914,2,A Florida Enchantment,tt0003973
1915,2,"Birth of a Nation, The",tt0004972
1916,3,Gretchen the Greenhorn,tt0006745
1916,3,Lady Windermere&#39;s Fan,tt0279914
1916,0,"Vagabond, The",tt0007507
1916,0,Intolerance: Love&#39;s Struggle Throughout the Ages,tt0006864
1916,3,Snow White,tt0007361
1917,3,A Tale of Two Cities,tt0008652
1917,3,Rebecca of Sunnybrook Farm,tt0008499
1917,3,"Poor Little Rich Girl, The",tt0008443
1917,0,A Romance of the Redwoods,tt0008519
1917,2,"Raffles, the Amateur Cracksman",tt0008489
1918,3,Tarzan of the Apes,tt0009682
1918,3,Stella Maris,tt0009652
1918,0,Are Crooks Dishonest?,tt0008844
1918,3,Ich mochte kein Mann sein,tt0010281
1919,3,When the Clouds Roll by,tt0010879
1919,0,Broken Blossoms or The Yellow Man and the Girl,tt0009968
1920,0,"Cabinet of Dr. Caligari, The",tt0010323
1920,3,Pollyanna,tt0011588
1920,3,Within Our Gates,tt0011870
1921,3,Orphans of the Storm,tt0012532
1921,0,"Kid, The",tt0012349
1921,3,"Blot, The",tt0011979
1921,2,K&ouml;rkarlen (The Phantom Carriage),tt0012364
1922,2,"Nosferatu, eine Symphonie des Grauens",tt0013442
1922,2,"Phantom, The",tt0013496
1922,2,Nathan der Weise,tt0013428
1922,1,"Man from Beyond, The",tt0013367
1922,3,H&auml;xan: Witchcraft Through the Ages,tt0013257
1922,0,"Paleface, The",tt0012543
1922,1,Nanook of the North,tt0013427
1922,3,Foolish Wives,tt0013140
1922,3,"Dr. Mabuse, der Spieler - Ein Bild der Zeit",tt0013086
1923,0,Safety Last!,tt0014429
1923,0,Why Worry?,tt0014611
1923,2,"Silent Command, The",tt0014469
1923,3,La souriante Madame Beudet,tt0013626
1923,0,Our Hospitality,tt0014341
1923,2,A Woman of Paris,tt0014624
1924,2,Die Nibelungen,tt0015175
1924,2,Kriemhild&#39;s Revenge,tt0015174
1924,0,"Thief of Bagdad, The",tt0015400
1924,0,Wild Oranges,tt0015498
1924,0,"Navigator, The",tt0015163
1924,0,Sherlock Jr.,tt0015324
1924,0,Girl Shy,tt0014945
1924,3,Manhandled,tt0015116
1924,0,"Great White Silence, The",tt1764657
1924,0,Help!,tt0013845
1924,3,Greed,tt0015881
1925,2,"Phantom of the Opera, The",tt0016220
1925,0,Battleship Potemkin,tt0015648
1925,0,"Gold Rush, The",tt0015864
1925,0,Go West,tt0015863
1925,0,"Freshman, The",tt0015841
1925,0,Seven Chances,tt0016332
1925,2,"Lost World, The",tt0016039
1925,2,"Big Parade, The",tt0015624
1925,0,Stachka,tt0015361
1926,1,"Temptress, The",tt0017449
1926,1,Flesh and the Devil,tt0016884
1926,0,"General, The",tt0017925
1926,0,For Heaven&#39;s Sake,tt0016895
1926,3,So&#39;s Your Old Man,tt0017410
1926,1,Die Abenteuer des Prinzen Achmed,tt0015532
1927,3,It,tt0018033
1927,1,Metropolis,tt0017136
1927,2,Abel Gance&#39;s Napoleon,tt0018192
1927,0,"Unknown, The",tt0018528
1927,2,Sunrise: A Song of Two Humans,tt0018455
1927,0,"Kid Brother, The",tt0018051
1927,0,Nevada,tt0018199
1927,3,My Best Girl,tt0018183
1927,1,Wings,tt0018578
1927,1,"Jazz Singer, The",tt0018037
1927,1,Downhill [When Boys Leave Home],tt0017825
1928,0,"Passion of Joan of Arc, The",tt0019254
1928,0,Speedy,tt0019412
1928,0,"Circus, The",tt0018773
1928,0,"Cameraman, The",tt0018742
1928,0,"Steamboat Bill, Jr.",tt0019421
1928,0,"Racket, The",tt0019304
1928,0,Beggars of Life,tt0018684
1928,1,"Power of the Press, The",tt0019290
1928,0,A Girl in Every Port,tt0018937
1928,3,"Patsy, The",tt0019258
1928,2,While the City Sleeps,tt0019571
1928,2,"Man Who Laughs, The",tt0019130
1928,1,"Crowd, The",tt0018806
1928,2,"Docks of New York, The",tt0018839
1928,2,Our Dancing Daughters,tt0019237
1929,0,Un chien andalou,tt0020530
1929,2,"Cocoanuts, The",tt0019777
1929,0,Welcome Danger,tt0020572
1929,3,Pandora&#39;s Box (Die B&uuml;chse der Pandora),tt0018737
1929,0,Man with a Movie Camera,tt0019760
1929,2,Blackmail,tt0019702
1929,0,Throw of the Dice,tt0020286
1929,3,Juno and the Paycock [The Shame of Mary Boyle],tt0021015
1929,3,Broadway Melody,tt0019729
1930,1,"Blue Angel, The",tt0020697
1930,0,All Quiet on the Western Front,tt0020629
1930,3,Anna Christie,tt0020641
1930,3,Ladies of Leisure,tt0021040
1930,0,L&#39;Age d&#39;Or,tt0021577
1930,1,Morocco,tt0021156
1930,3,Min and Bill,tt0021148
1930,2,Be Yourself,tt0020670
1930,3,"Bat Whispers, The",tt0020668
1930,3,Murder!,tt0021165
1930,3,Animal Crackers,tt0020640
1931,3,M,tt0022100
1931,3,M&auml;dchen in Uniform,tt0022183
1931,3,Night Nurse,tt0022208
1931,1,Frankenstein,tt0021884
1931,3,Anna Christie,tt0020642
1931,3,Mata Hari,tt0023196
1931,0,Tabu: A Story of the South Seas,tt0022458
1931,3,Indiscreet,tt0022000
1931,0,"Last Flight, The",tt0022054
1931,0,Pardon Us,tt0022251
1931,2,Dracula,tt0021814
1931,1,Monkey Business,tt0022158
1931,3,City Lights,tt0021749
1931,2,"Smiling Lieutenant, The",tt0022074
1931,3,"Cheat, The",tt0021735
1931,3,"Public Enemy, The",tt0022286
1931,3,La Chienne,tt0021739
1931,1,A Nous la Liberte,tt0022599
1931,1,Little Caesar,tt0021079
1931,3,"Skin Game, The",tt0022395
1931,2,Rich and Strange [East of Shanghai],tt0023395
1931,3,Dracula,tt0021815
1931,3,Cimarron,tt0021746
1931,1,Hyppolit a lakaj,tt0021985
1931,3,Skippy,tt0022397
1931,1,"Champ, The",tt0021730
1932,1,I Am a Fugitive from a Chain Gang,tt0023042
1932,3,Grand Hotel,tt0022958
1932,2,"Age of Consent, The",tt0022614
1932,1,Horse Feathers,tt0023027
1932,0,White Zombie,tt0023694
1932,1,Boudu Saved from Drowning,tt0022718
1932,1,"I Was Born, But...",tt0023634
1932,0,"Most Dangerous Game, The",tt0023238
1932,2,Freaks,tt0022913
1932,1,Island of Lost Souls,tt0024188
1932,3,"Old Dark House, The",tt0023293
1932,3,Merrily We Go to Hell,tt0023213
1932,2,"Girl from Calgary, The",tt0022940
1932,3,Vampyr,tt0023649
1932,3,Shanghai Express,tt0023458
1932,3,Three on a Match,tt0023590
1932,2,Love Me Tonight,tt0023158
1932,1,Scarface,tt0023427
1932,3,Red-Headed Woman,tt0023385
1932,1,"Death Kiss, The",tt0023935
1932,3,Thirteen Women,tt0023582
1932,1,"Blue Light (Das Blaue Licht), The",tt0022694
1932,0,Number 17,tt0023285
1932,3,"Bitter Tea of General Yen, The",tt0023814
1933,3,Footlight Parade,tt0024028
1933,3,Queen Christina,tt0024481
1933,1,"Private Life of Henry VIII., The",tt0024473
1933,0,King Kong,tt0024216
1933,3,Little Women,tt0024264
1933,3,Alice in Wonderland,tt0023753
1933,3,"Vampire Bat, The",tt0024727
1933,3,42nd Street,tt0024034
1933,3,Day of Reckoning,tt0023932
1933,1,Duck Soup,tt0023969
1933,3,Tomorrow at Seven,tt0024679
1933,3,Gold Diggers of 1933,tt0024069
1933,3,Female,tt0024008
1933,3,A Study in Scarlet,tt0024625
1933,0,"Peanut Vendor, The",tt0024432
1933,1,"Invisible Man, The",tt0024184
1933,3,Baby Face,tt0023775
1933,1,Design for Living,tt0023940
1933,3,Cavalcade,tt0023876
1933,1,"Kennel Murder Case, The",tt0024210
1933,2,She Done Him Wrong,tt0024548
1933,3,Sons of the Desert,tt0024601
1934,3,It Happened One Night,tt0025316
1934,1,"Cat&#39;s-Paw, The",tt0024961
1934,3,"Scarlet Empress, The",tt0025746
1934,1,"Painted Veil, The",tt0025617
1934,1,"Count of Monte Cristo, The",tt0025004
1934,1,Cleopatra,tt0024991
1934,1,Of Human Bondage,tt0025586
1934,0,L&#39;atalante,tt0024844
1934,0,"Lost Patrol, The",tt0025423
1934,3,Spitfire,tt0025822
1934,3,Maniac,tt0025465
1934,3,Anne of Green Gables,tt0024831
1934,2,Lost in the Stratosphere,tt0025424
1934,3,Search for Beauty,tt0025755
1934,3,Evelyn Prentice,tt0025091
1934,3,"Man Who Knew Too Much, The",tt0025452
1934,3,Imitation of Life,tt0025301
1934,0,Mystery Liner,tt0025543
1934,3,It&#39;s a Gift,tt0025318
1935,2,Top Hat,tt0027125
1935,3,"39 Steps, The",tt0026029
1935,2,Anna Karenina,tt0026071
1935,1,Mutiny on the Bounty,tt0026752
1935,3,Naughty Marietta,tt0026768
1935,3,Roberta,tt0026942
1935,3,Magnificent Obsession,tt0026667
1935,1,A Night At The Opera,tt0026778
1935,3,"Bride of Frankenstein, The",tt0026138
1935,2,"Lady in Scarlet, The",tt0026599
1935,2,"Riverside Murder, The",tt0026939
1935,2,Mad Love,tt0026663
1936,1,Swing Time,tt0028333
1936,0,Modern Times,tt0027977
1936,1,"Charge of the Light Brigade, The",tt0027438
1936,1,San Francisco,tt0028216
1936,2,Wife vs. Secretary,tt0028505
1936,3,"Petrified Forest, The",tt0028096
1936,3,Mr. Deeds Goes to Town,tt0027996
1936,3,Born to Dance,tt0027387
1936,0,Revolt of the Zombies,tt0028174
1936,1,Earthworm Tractors,tt0027562
1936,3,Osaka Elegy,tt0028021
1936,3,Theodora Goes Wild,tt0028355
1936,3,"Great Ziegfeld, The",tt0027698
1936,3,"Mandarin Mystery, The",tt0029207
1936,3,"Only Son, The",tt0027752
1936,3,Camille,tt0028683
1936,3,Pennies from Heaven,tt0028092
1936,3,Romeo and Juliet,tt0028203
1936,3,Bullets or Ballots,tt0027407
1936,2,My Man Godfrey,tt0028010
1936,3,Sabotage,tt0028212
1936,2,Fury,tt0027652
1936,3,Murder at Glen Athol,tt0028000
1936,0,Il caso Valdemar,tt3427056
1936,2,These Three,tt0028356
1936,3,Secret Agent,tt0028231
1936,3,Dracula&#39;s Daughter,tt0027545
1937,1,Shall We Dance,tt0029546
1937,3,Stage Door,tt0029604
1937,3,Stella Dallas,tt0029608
1937,2,Conquest,tt0028739
1937,2,Topper,tt0029682
1937,2,Lost Horizon,tt0029162
1937,1,"Prisoner of Zenda, The",tt0029442
1937,2,Knight Without Armor,tt0029087
1937,2,Parnell,tt0029377
1937,3,Snow White and the Seven Dwarfs,tt0029583
1937,2,A Day at the Races,tt0028772
1937,0,Nothing Sacred,tt0029322
1937,3,Make Way for Tomorrow,tt0029192
1937,1,Murder at the Baskervilles (Silver Blaze),tt0029565
1937,2,Pepe le Moko,tt0029453
1937,3,"Awful Truth, The",tt0028597
1937,3,"Girl Was Young, The",tt0029811
1937,3,Marked Woman,tt0029217
1937,3,"Bizarre, Bizarre",tt0027552
1937,1,"Life of Emile Zola, The",tt0029146
1937,3,Wee Willie Winkie,tt0029751
1937,0,Captains Courageous,tt0028691
1938,2,Carefree,tt0029971
1938,3,"Lady Vanishes, The",tt0030341
1938,3,Holiday,tt0030241
1938,0,"Dawn Patrol, The",tt0030044
1938,2,Jezebel,tt0030287
1938,2,"Sisters, The",tt0030755
1938,0,Boys Town,tt0029942
1938,1,"Mr. Wong, Detective",tt0030473
1938,2,"Adventures of Robin Hood, The",tt0029843
1938,2,Bluebeard&#39;s Eighth Wife,tt0029929
1938,3,Bringing Up Baby,tt0029947
1938,3,Four Daughters,tt0030149
1938,3,"Mad Miss Manton, The",tt0030396
1938,1,"Baker&#39;s Wife, The",tt0030127
1938,1,Angels with Dirty Faces,tt0029870
1939,3,"Wizard of Oz, The",tt0032138
1939,3,Gone with the Wind,tt0031381
1939,2,Dodge City,tt0031235
1939,3,"Women, The",tt0032143
1939,3,Stagecoach,tt0031971
1939,2,Wuthering Heights,tt0032145
1939,2,"Goodbye, Mr. Chips",tt0031385
1939,3,Ninotchka,tt0031725
1939,2,Juarez,tt0031516
1939,3,Dark Victory,tt0031210
1939,2,Essex and Elizabeth,tt0031826
1939,2,Young Mr. Lincoln,tt0032155
1939,2,Jesse James,tt0031507
1939,2,Drums Along the Mohawk,tt0031252
1939,2,"Story of Alexander Graham Bell, The",tt0031981
1939,0,"Flying Deuces, The",tt0031322
1939,0,"Hunchback of Notre Dame, The",tt0031455
1939,2,At the Circus,tt0031060
1939,3,"Gorilla, The",tt0031387
1939,1,Mr. Wong in Chinatown,tt0031680
1939,1,Of Mice and Men,tt0031742
1939,3,"Rules of the Game, The",tt0031885
1939,3,Babes in Arms,tt0031066
1939,3,Destry Rides Again,tt0031225
1939,3,Nancy Drew... Reporter,tt0031709
1939,3,"Adventures of Sherlock Holmes, The",tt0031022
1939,2,Mr. Smith Goes to Washington,tt0031679
1939,3,Jamaica Inn,tt0031505
1939,2,Le jour se l&egrave;ve,tt0031514
1939,0,Gulliver&#39;s Travels,tt0031397
1939,3,Love Affair,tt0031593
1939,0,Gunga Din,tt0031398
1939,2,Only Angels Have Wings,tt0031762
1940,1,Pinocchio,tt0032910
1940,3,Rebecca,tt0032976
1940,0,"Thief of Bagdad, The",tt0033152
1940,3,"Mortal Storm, The",tt0032811
1940,2,Comrade X,tt0032349
1940,1,Boom Town,tt0032273
1940,0,Strange Cargo,tt0033105
1940,0,"Return of Frank James, The",tt0032983
1940,2,"All This, and Heaven Too",tt0032194
1940,2,"Letter, The",tt0032701
1940,3,"Grapes of Wrath, The",tt0032551
1940,0,A Chump at Oxford,tt0032339
1940,3,"Ape, The",tt0032215
1940,1,Santa Fe Trail,tt0033021
1940,3,His Girl Friday,tt0032599
1940,3,"Sea Hawk, The",tt0033028
1940,3,"Great Dictator, The",tt0032553
1940,3,Pride and Prejudice,tt0032943
1940,3,Primrose Path,tt0032946
1940,2,Chamber of Horrors / Door with the Seven Locks,tt0032406
1940,3,"Dance, Girl, Dance",tt0032376
1940,3,"Philadelphia Story, The",tt0032904
1940,0,Fantasia,tt0032455
1940,3,Anne Of Windy Poplars,tt0032211
1940,3,Gaslight,tt0031359
1940,3,"Last Alarm, The",tt0032690
1940,1,Foreign Correspondent,tt0032484
1940,3,"Shop Around the Corner, The",tt0033045
1940,1,Knute Rockne All American,tt0032676
1941,2,Two-Faced Woman,tt0034328
1941,3,"Shanghai Gesture, The",tt0034175
1941,1,"Maltese Falcon, The",tt0033870
1941,1,Citizen Kane,tt0033467
1941,2,Dumbo,tt0033563
1941,2,"Little Foxes, The",tt0033836
1941,2,"Lady Eve, The",tt0033804
1941,3,"Devil and Miss Jones, The",tt0033533
1941,1,Mr. Bug Goes to Town,tt0033727
1941,1,High Sierra,tt0033717
1941,2,"Wolf Man, The",tt0034398
1941,3,Cheers for Miss Bishop,tt0033459
1941,1,Men of Boys Town,tt0033902
1941,0,49th Parallel,tt0033627
1941,3,Buck Privates,tt0033436
1941,3,Hold That Ghost,tt0033723
1941,3,Meet John Doe,tt0033891
1941,3,Sullivan&#39;s Travels,tt0034240
1941,3,Murder by Invitation,tt0033928
1941,1,Ladies In Retirement,tt0033802
1941,3,Suspicion,tt0034248
1941,0,Sun valley serenade,tt0034241
1941,3,How Green Was My Valley,tt0033729
1941,3,"Reluctant Dragon, The",tt0034091
1941,3,King of the Zombies,tt0033787
1941,2,Ball of Fire,tt0033373
1942,3,"Major and the Minor, The",tt0035019
1942,3,"Now, Voyager",tt0035140
1942,1,Casablanca,tt0034583
1942,2,"Magnificent Ambersons, The",tt0035015
1942,1,Bambi,tt0034492
1942,1,Son of Fury: The Story of Benjamin Blake,tt0035360
1942,3,For Me and My Gal,tt0034746
1942,3,I Married an Angel,tt0034882
1942,3,Cat People,tt0034587
1942,0,Black Dragons,tt0034521
1942,0,There Was a Father,tt0034591
1942,2,Tales of Manhattan,tt0035415
1942,3,"Man Who Came to Dinner, The",tt0033874
1942,3,Woman of the Year,tt0035567
1942,0,To Be or Not to Be,tt0035446
1942,1,Sherlock Holmes and the Secret Weapon,tt0035317
1942,1,Saboteur,tt0035279
1942,1,Saboteur,tt0035279
1942,3,Mrs. Miniver,tt0035093
1942,0,Saludos Amigos,tt0036326
1942,1,"Corpse Vanishes, The",tt0034613
1942,3,"Gay Sisters, The",tt0034770
1943,3,Old Acquaintance,tt0036230
1943,3,Watch on the Rhine,tt0036515
1943,1,Girl Crazy,tt0035942
1943,3,I Walked with a Zombie,tt0036027
1943,1,"Sky&#39;s the Limit, The",tt0036363
1943,0,Sahara,tt0036323
1943,0,Guadalcanal Diary,tt0035957
1943,3,Tender Comrade,tt0036418
1943,3,Day of Wrath,tt0036506
1943,2,"Life and Death of Colonel Blimp, The",tt0036112
1943,3,Le Corbeau: The Raven,tt0035753
1943,3,Shadow of a Doubt,tt0036342
1943,0,Judo Saga (Sanshiro Sugata),tt0036400
1943,3,Cry &#39;Havoc&#39;,tt0035770
1943,0,Fires Were Started,tt0035881
1943,1,"Ox-Bow Incident, The",tt0036244
1943,3,So Proudly We Hail!,tt0036367
1943,3,Jane Eyre,tt0036969
1943,1,"More the Merrier, The",tt0036172
1943,1,La main du diable,tt0035017
1943,3,Angels of Sin,tt0035636
1943,3,"Seventh Victim, The",tt0036341
1943,3,China,tt0035735
1943,1,Ossessione,tt0035160
1943,3,Millions Like Us,tt0036160
1943,3,Heaven Can Wait,tt0035979
1944,3,Arsenic and Old Lace,tt0036613
1944,3,Double Indemnity,tt0036775
1944,2,Mr. Skeffington,tt0037094
1944,3,Meet Me in St. Louis,tt0037059
1944,2,Hail the Conquering Hero,tt0036891
1944,0,Torment,tt0036914
1944,1,Window in the Window,tt0037469
1944,3,Laura,tt0037008
1944,3,Cover Girl,tt0036723
1944,3,Since You Went Away,tt0037280
1944,3,To Have and Have Not,tt0037382
1944,3,I&#39;ll Be Seeing You,tt0036940
1944,3,National Velvet,tt0037120
1944,3,"Most Beautiful (Ichiban utsukushiku), The",tt0036947
1944,3,Lifeboat,tt0037017
1944,0,"Three Caballeros, The",tt0038166
1944,1,Minstrel Man,tt0037076
1944,3,A Canterbury Tale,tt0036695
1944,3,"Uninvited, The",tt0037415
1944,1,Die Feuerzangenbowle,tt0036818
1945,3,Mildred Pierce,tt0037913
1945,3,I Know Where I&#39;m Going,tt0037800
1945,3,"Seventh Veil, The",tt0038924
1945,3,Brief Encounter,tt0037558
1945,0,Along Came Jones,tt0037508
1945,3,Isle of the Dead,tt0037820
1945,3,"Enchanted Cottage, The",tt0037671
1945,0,"Objective, Burma!",tt0037954
1945,2,"Lost Weekend, The",tt0037884
1945,1,Detour,tt0037638
1945,3,Spellbound,tt0038109
1945,3,"Rome, Open City",tt0038890
1945,3,Scarlet Street,tt0038057
1945,2,Children of Paradise,tt0037674
1945,3,Keep Your Powder Dry,tt0037843
1945,3,"Woman in Green, The",tt0038259
1945,0,Anchors Aweigh,tt0037514
1945,2,Thin Man Goes Home,tt0037365
1945,1,"Red Dragon, The",tt0038017
1945,3,Dead of Night,tt0037635
1945,3,Les dames du Bois de Boulogne,tt0037630
1945,3,"Wicked Lady, The",tt0038250
1945,3,Leave Her to Heaven,tt0037865
1945,3,"Corn Is Green, The",tt0037614
1945,3,"Bells of St Mary&#39;s, The",tt0037536
1946,2,Notorious,tt0038787
1946,3,"Harvey Girls, The",tt0038589
1946,1,"Big Sleep, The",tt0038355
1946,1,"Postman Always Rings Twice, The",tt0038854
1946,0,Stairway to Heaven,tt0038733
1946,3,Beauty and the Beast,tt0038348
1946,0,Deception,tt0038461
1946,3,Devotion,tt0038474
1946,3,Two Sisters from Boston,tt0039054
1946,3,It&#39;s a Wonderful Life,tt0038650
1946,1,"Jolson Story, The",tt0038661
1946,0,Gilda,tt0038559
1946,3,"Strange Woman, The",tt0038990
1946,1,My Darling Clementine,tt0038762
1946,2,"Best Years of Our Lives, The",tt0036868
1946,3,Dressed to Kill,tt0038494
1946,2,Duel in the sun,tt0038499
1946,1,"Chase, The",tt0038409
1946,2,Song of the South,tt0038969
1946,1,Terror by Night,tt0039017
1946,1,"Dark Corner, The",tt0038453
1946,3,"Stranger, The",tt0038991
1946,1,Make Mine Music,tt0038718
1946,3,"Years Between, The",tt0039112
1946,2,Great Expectations,tt0038574
1946,3,She-Wolf of London,tt0038934
1947,3,Black Narcissus,tt0039192
1947,1,"Exile, The",tt0039360
1947,2,Odd Man Out,tt0039677
1947,2,Good News,tt0039431
1947,3,"Shocking Miss Pilgrim, The",tt0039819
1947,3,"Egg and I, The",tt0039349
1947,2,"Paradine Case, The",tt0039694
1947,3,"Ghost and Mrs. Muir, The",tt0039420
1947,2,Gunfighters,tt0039441
1947,2,Crossfire,tt0039286
1947,2,Calendar Girl,tt0039236
1947,2,Build My Gallows High,tt0039689
1947,3,Nada,tt0039650
1947,1,Fun &amp; Fancy Free,tt0039404
1947,3,Body and Soul,tt0039204
1947,3,Dishonored Lady,tt0039324
1947,3,"Unfinished Dance, The",tt0039938
1947,0,"Lady from Shanghai, The",tt0040525
1947,3,Miracle on 34th Street,tt0039628
1947,1,Gentleman&#39;s Agreement,tt0039416
1947,3,"Voice of the Turtle, The",tt0039969
1947,2,Dark Passage,tt0039302
1947,3,Monsieur Verdoux,tt0039631
1948,0,Red River,tt0040724
1948,3,"Red Shoes, The",tt0040725
1948,1,Hamlet,tt0040416
1948,2,Bonnie Prince Charlie,tt0040183
